año;mes;sigla;provincia;pacientes_total;tasa_pacientes_total;pacientes_residencias;tasa_pacientes_residencias
2018;Septiembre;VA;Valladolid;348;0.664845347;97;1.097160955
2018;Octubre;PA;Palencia;162;1.044137362;53;1.035560766
2018;Octubre;SE;Segovia;160;1.097386163;60;1.851280469
2018;Octubre;SO;Soria;90;1.03045569;25;0.888099467
2018;Octubre;VA;Valladolid;438;0.836447733;126;1.425178147
2018;Noviembre;AV;Ávila;148;0.985503772;54;1.258154706
2018;Noviembre;SA;Salamanca;330;1.016100575;103;1.294132429
2018;Noviembre;SO;Soria;101;1.156797618;34;1.207815275
2018;Noviembre;ZA;Zamora;236;1.453380958;68;1.464885825
2018;Diciembre;AV;Ávila;108;0.719137036;47;1.095060578
2018;Diciembre;BU;Burgos;192;0.542855931;66;0.872784978
2018;Diciembre;PA;Palencia;131;0.844899644;44;0.859710825
2018;Diciembre;SA;Salamanca;221;0.680680681;66;0.829249906
2018;Diciembre;VA;Valladolid;322;0.614419393;101;1.142404705
2018;Enero;AV;Ávila;241;1.594178932;79;1.840633737
2018;Enero;SE;Segovia;206;1.410485522;87;2.68435668
2018;Marzo;AV;Ávila;177;1.173825677;44;1.025163094
2018;Marzo;BU;Burgos;350;0.984952736;108;1.4281936
2018;Marzo;LE;León;547;1.237013618;134;1.574988246
2018;Marzo;ZA;Zamora;217;1.323606553;52;1.120206807
2018;Abril;LE;León;544;1.231326392;133;1.563234603
2018;Abril;PA;Palencia;205;1.317192901;75;1.465416178
2018;Abril;SA;Salamanca;403;1.237361564;149;1.872094484
2018;Mayo;SA;Salamanca;326;1.001997848;102;1.281568036
2018;Mayo;SE;Segovia;151;1.03557296;54;1.666152422
2018;Mayo;ZA;Zamora;212;1.299186783;51;1.098664369
2018;Junio;PA;Palencia;159;1.023205529;64;1.250488472
2018;Junio;SA;Salamanca;273;0.839516955;77;0.967458223
2018;Junio;ZA;Zamora;195;1.19554155;53;1.141749246
2018;Julio;BU;Burgos;282;0.797238502;97;1.282729437
2018;Julio;PA;Palencia;135;0.869453211;44;0.859710825
2018;Julio;SE;Segovia;127;0.870459219;49;1.51187905
2018;Julio;VA;Valladolid;397;0.758723891;145;1.640085963
2018;Agosto;BU;Burgos;299;0.845275082;87;1.150489289
2018;Agosto;LE;León;470;1.065684725;124;1.45745181
2018;Agosto;SO;Soria;84;0.962640385;34;1.207815275
2018;Septiembre;BU;Burgos;298;0.842326631;112;1.481089659
2018;Septiembre;SO;Soria;78;0.89347079;20;0.710479574
2018;Octubre;AV;Ávila;161;1.070991432;49;1.1416589
2018;Octubre;BU;Burgos;337;0.953135164;110;1.454641629
2018;Octubre;SA;Salamanca;363;1.117345949;127;1.595677849
2018;Noviembre;BU;Burgos;291;0.822977765;92;1.216609363
2018;Noviembre;LE;León;553;1.255499907;110;1.292900799
2018;Noviembre;PA;Palencia;195;1.257156119;81;1.582649472
2018;Diciembre;SO;Soria;53;0.606935092;18;0.639431616
2018;Diciembre;ZA;Zamora;139;0.85742661;36;0.77552779
2017;Enero;AV;Ávila;238;1.556033553;89;2.073625349
2017;Enero;SO;Soria;130;1.482782613;43;1.527531083
2017;Enero;VA;Valladolid;538;1.028914801;153;1.730573465
2017;Febrero;BU;Burgos;412;1.15362861;133;1.75879397
2017;Febrero;LE;León;619;1.381295606;169;1.986365773
2017;Febrero;PA;Palencia;238;1.513003566;79;1.543571708
2017;Febrero;VA;Valladolid;446;0.853165608;137;1.549598462
2017;Febrero;ZA;Zamora;234;1.40206235;66;1.421800948
2017;Marzo;BU;Burgos;420;1.176866174;114;1.507537688
2017;Abril;AV;Ávila;161;1.057242108;47;1.095060578
2017;Abril;LE;León;523;1.17044656;118;1.386929948
2017;Abril;ZA;Zamora;189;1.136479799;55;1.184834123
2017;Mayo;BU;Burgos;360;1.009678894;124;1.639777837
2017;Mayo;SE;Segovia;153;1.049123673;59;1.820425795
2017;Mayo;ZA;Zamora;252;1.518364986;46;0.990952176
2017;Junio;BU;Burgos;311;0.87314912;107;1.414969585
2017;Junio;SA;Salamanca;352;1.074664778;122;1.532855886
2017;Junio;VA;Valladolid;421;0.805673781;143;1.617464088
2017;Julio;SO;Soria;79;0.904593963;27;0.959147425
2017;Agosto;AV;Ávila;171;1.126541583;58;1.351351351
2017;Agosto;BU;Burgos;293;0.82289964;82;1.084369214
2017;Agosto;LE;León;422;0.948604517;121;1.422190879
2017;Agosto;SA;Salamanca;277;0.847657314;104;1.306696821
2017;Agosto;SE;Segovia;116;0.79585606;47;1.450169701
2017;Agosto;SO;Soria;69;0.789988894;24;0.852575488
2017;Agosto;VA;Valladolid;396;0.757864277;121;1.368623459
2017;Septiembre;AV;Ávila;135;0.889632812;38;0.885368127
2017;Septiembre;BU;Burgos;333;0.935078064;100;1.322401481
2017;Septiembre;LE;León;421;0.947794745;99;1.163610719
2017;Septiembre;SO;Soria;75;0.858516484;25;0.888099467
2017;Septiembre;VA;Valladolid;305;0.58356341;77;0.870942201
2017;Octubre;BU;Burgos;335;0.094069415;100;1.322401481
2017;Octubre;SO;Soria;85;0.097337532;26;0.923623446
2017;Octubre;VA;Valladolid;378;0.072299388;124;1.402556272
2017;Octubre;ZA;Zamora;183;0.110674327;49;1.055579492
2017;Noviembre;AV;Ávila;170;1.121719794;65;1.51444548
2017;Noviembre;LE;León;501;1.129951148;134;1.574988246
2017;Noviembre;PA;Palencia;149;0.953697659;64;1.250488472
2017;Noviembre;SA;Salamanca;344;1.052708889;101;1.269003644
2017;Noviembre;SO;Soria;108;1.237155916;34;1.207815275
2017;Diciembre;AV;Ávila;183;1.208550994;60;1.397949674
2017;Diciembre;BU;Burgos;287;0.806073355;79;1.04469717
2017;Diciembre;PA;Palencia;179;1.146612688;53;1.035560766
2017;Diciembre;SA;Salamanca;270;0.826562663;86;1.080537756
2017;Diciembre;ZA;Zamora;195;1.184539032;45;0.969409737
2017;Enero;BU;Burgos;449;1.256837025;160;2.11584237
2017;Enero;LE;León;730;1.627259494;179;2.10390221
2017;Enero;PA;Palencia;238;1.511475785;85;1.660805002
2017;Enero;SA;Salamanca;427;1.297955189;133;1.671064204
2017;Enero;SE;Segovia;201;1.373523121;69;2.128972539
2017;Febrero;AV;Ávila;207;1.354942595;68;1.584342964
2017;Febrero;SA;Salamanca;445;1.353459839;131;1.645935419
2017;Febrero;SE;Segovia;188;1.286006471;79;2.437519284
2017;Marzo;LE;León;557;1.245112876;143;1.680771039
2017;Marzo;PA;Palencia;179;1.139292875;68;1.328644002
2017;Marzo;SA;Salamanca;331;1.007772944;96;1.206181681
2017;Marzo;SE;Segovia;166;1.136433652;57;1.758716446
2017;Marzo;VA;Valladolid;430;0.822487969;116;1.312068771
2017;Abril;PA;Palencia;160;1.019251105;55;1.074638531
2017;Abril;SE;Segovia;123;0.842881421;40;1.234186979
2017;Abril;SO;Soria;76;0.868779936;24;0.852575488
2017;Abril;VA;Valladolid;393;0.751682679;112;1.26682502
2017;Mayo;LE;León;567;1.271808031;142;1.669017395
2017;Mayo;SO;Soria;112;1.280468286;44;1.563055062
2017;Mayo;VA;Valladolid;423;0.809333935;116;1.312068771
2017;Junio;PA;Palencia;157;1.001518225;67;1.309105119
2017;Junio;ZA;Zamora;230;1.387389235;73;1.572598018
2017;Julio;AV;Ávila;159;1.046761951;52;1.211556384
2017;Julio;LE;León;433;0.972815098;97;1.140103432
2017;Julio;SA;Salamanca;287;0.877201026;101;1.269003644
2017;Julio;VA;Valladolid;390;0.746408626;114;1.289446895
2017;Septiembre;SE;Segovia;112;0.768201927;45;1.388460352
2017;Octubre;AV;Ávila;150;0.098928929;57;1.32805219
2017;Octubre;LE;León;417;0.093916592;107;1.257639868
2017;Octubre;SE;Segovia;137;0.093931478;57;1.758716446
2017;Noviembre;BU;Burgos;318;0.892824554;118;1.560433748
2017;Noviembre;VA;Valladolid;408;0.779917879;130;1.470421898
2017;Noviembre;ZA;Zamora;175;1.060316883;51;1.098664369
2017;Diciembre;LE;León;439;0.990954996;110;1.292900799
2017;Diciembre;VA;Valladolid;395;0.754813609;134;1.515665649
2017;Enero;ZA;Zamora;319;1.908533959;88;1.895734597
2017;Febrero;SO;Soria;117;1.335616438;40;1.420959147
2017;Marzo;AV;Ávila;203;1.331068986;72;1.677539609
2017;Marzo;SO;Soria;76;0.868472175;20;0.710479574
2017;Marzo;ZA;Zamora;244;1.465113486;48;1.034037053
2017;Abril;BU;Burgos;271;0.759948739;91;1.203385348
2017;Abril;SA;Salamanca;267;0.813734125;79;0.992587008
2017;Mayo;AV;Ávila;177;1.163256856;60;1.397949674
2017;Mayo;PA;Palencia;183;1.166697481;68;1.328644002
2017;Mayo;SA;Salamanca;383;1.168409621;115;1.444905139
2017;Junio;AV;Ávila;171;1.124726218;58;1.351351351
2017;Junio;LE;León;485;1.088982195;127;1.492712741
2017;Junio;SE;Segovia;160;1.097702372;71;2.190681888
2017;Junio;SO;Soria;110;1.258206941;37;1.314387211
2017;Julio;BU;Burgos;291;0.817376698;86;1.137265274
2017;Julio;PA;Palencia;125;0.79786555;48;0.937866354
2017;Julio;SE;Segovia;113;0.775326769;47;1.450169701
2017;Julio;ZA;Zamora;192;1.159224286;40;0.861697544
2017;Agosto;PA;Palencia;169;1.078507703;72;1.406799531
2017;Agosto;ZA;Zamora;187;1.129868404;51;1.098664369
2017;Septiembre;PA;Palencia;153;0.976693414;58;1.133255178
2017;Septiembre;SA;Salamanca;244;0.747244536;73;0.917200653
2017;Septiembre;ZA;Zamora;201;1.214662976;60;1.292546316
2017;Octubre;PA;Palencia;181;0.115745922;65;1.270027354
2017;Octubre;SA;Salamanca;321;0.098228521;104;1.306696821
2017;Noviembre;SE;Segovia;141;0.966190196;51;1.573588399
2017;Diciembre;SE;Segovia;126;0.863291608;48;1.481024375
2017;Diciembre;SO;Soria;81;0.926519034;21;0.746003552
